time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
5.527408,-0.716752523139,-0.753568062049,-0.245053430865,1.02124770953,-3.0388159408,-0.294907806471,-0.704097181639,0.0,1.28509240505,-0.286087416941,-1.0381214982,0.980597218656,-1.87759248437,-0.573708814669,2.57478675247,0.0
5.527612,-0.716752523139,-0.753568062049,-0.245053430865,1.02124770953,-3.0388159408,-0.294907806471,-0.704097181639,0.0,1.28509240505,-0.286087416941,-1.0381214982,0.980597218656,-1.87759248437,-0.573708814669,2.57478675247,0.0
5.537785,-0.716752523139,-0.754335052443,-0.245436926062,1.02163120473,-3.0388159408,-0.294524311274,-0.704480676836,0.0,1.28547590025,-0.286854407335,-1.0385049934,0.979830228262,-1.87720898917,-0.57485930026,2.57478675247,0.0
5.547820,-0.716369027942,-0.753951557246,-0.245820421259,1.02201469993,-3.03804895041,-0.294524311274,-0.704097181639,0.0,1.28547590025,-0.287621397729,-1.03735450781,0.980213723459,-1.87682549398,-0.574475805063,2.57440325727,0.0
5.557741,-0.716369027942,-0.754335052443,-0.244669935668,1.02201469993,-3.0384324456,-0.294907806471,-0.704097181639,0.0,1.28585939544,-0.286854407335,-1.037738003,0.979830228262,-1.87759248437,-0.574475805063,2.57440325727,0.0
5.567738,-0.717136018336,-0.753568062049,-0.245820421259,1.02201469993,-3.0384324456,-0.294907806471,-0.704097181639,0.0,1.28547590025,-0.286470912138,-1.03735450781,0.980213723459,-1.87644199878,-0.572941824275,2.57401976207,0.0
5.577764,-0.716752523139,-0.753568062049,-0.245053430865,1.02201469993,-3.0388159408,-0.294907806471,-0.704097181639,0.0,1.28547590025,-0.287621397729,-1.0381214982,0.980597218656,-1.87644199878,-0.574092309866,2.57478675247,0.0
5.587803,-0.716752523139,-0.753568062049,-0.245053430865,1.02239819513,-3.0388159408,-0.294907806471,-0.703330191245,0.0,1.28585939544,-0.286854407335,-1.0381214982,0.980213723459,-1.87644199878,-0.573325319472,2.57517024766,0.0
5.597703,-0.716752523139,-0.753184566852,-0.244669935668,1.02201469993,-3.0384324456,-0.294140816077,-0.704097181639,0.0,1.28585939544,-0.286470912138,-1.037738003,0.980213723459,-1.87682549398,-0.573708814669,2.57440325727,0.0
5.607767,-0.716752523139,-0.753184566852,-0.245436926062,1.02201469993,-3.03804895041,-0.294524311274,-0.703713686442,0.0,1.28585939544,-0.287621397729,-1.0385049934,0.980213723459,-1.87682549398,-0.57485930026,2.57401976207,0.0
5.617790,-0.715985532746,-0.753184566852,-0.245053430865,1.02163120473,-3.0388159408,-0.294524311274,-0.704864172033,0.0,1.28547590025,-0.286854407335,-1.0381214982,0.980980713853,-1.87759248437,-0.574092309866,2.57478675247,0.0
5.627753,-0.717136018336,-0.753184566852,-0.245053430865,1.02239819513,-3.0384324456,-0.29375732088,-0.704097181639,0.0,1.28585939544,-0.286854407335,-1.0385049934,0.980213723459,-1.87682549398,-0.574475805063,2.57440325727,0.0
5.637758,-0.716752523139,-0.752801071655,-0.244669935668,1.02239819513,-3.0384324456,-0.294140816077,-0.704864172033,0.0,1.28547590025,-0.287237902532,-1.0385049934,0.980213723459,-1.87720898917,-0.574092309866,2.57401976207,0.0
5.647713,-0.716369027942,-0.752801071655,-0.245053430865,1.02086421434,-3.0388159408,-0.294524311274,-0.703713686442,0.0,1.28585939544,-0.287237902532,-1.037738003,0.980213723459,-1.87759248437,-0.574475805063,2.57363626687,0.0
5.657742,-0.717136018336,-0.752417576458,-0.244669935668,1.02124770953,-3.0388159408,-0.294524311274,-0.704097181639,0.0,1.28509240505,-0.287621397729,-1.0385049934,0.980213723459,-1.87759248437,-0.574475805063,2.57401976207,0.0
5.667792,-0.717136018336,-0.752801071655,-0.245436926062,1.02163120473,-3.03766545521,-0.294524311274,-0.703330191245,0.0,1.28509240505,-0.286854407335,-1.0385049934,0.980213723459,-1.87797597957,-0.573708814669,2.57440325727,0.0
5.677709,-0.716752523139,-0.752034081261,-0.245436926062,1.02278169032,-3.0384324456,-0.294524311274,-0.704480676836,0.0,1.28547590025,-0.287237902532,-1.03735450781,0.980213723459,-1.87644199878,-0.574092309866,2.57401976207,0.0
5.687783,-0.717136018336,-0.752417576458,-0.245436926062,1.02201469993,-3.0384324456,-0.294524311274,-0.704864172033,0.0,1.28585939544,-0.286470912138,-1.037738003,0.980213723459,-1.87682549398,-0.574475805063,2.57401976207,0.0
