time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
5.599571,-0.918470996746,-0.100475741606,-0.169888372258,1.28700988104,-3.04303438797,-0.0582912699396,1.74451965102,0.0,1.40704387769,0.29759227285,-0.517335020714,1.27780599631,-2.7983644523,0.116966035076,2.18707310833,0.0
5.599767,-0.918470996746,-0.100475741606,-0.169888372258,1.28700988104,-3.04303438797,-0.0582912699396,1.74451965102,0.0,1.40704387769,0.29759227285,-0.517335020714,1.27780599631,-2.7983644523,0.116966035076,2.18707310833,0.0
5.609901,-0.918087501549,-0.100475741606,-0.169504877061,1.28777687143,-3.04265089277,-0.0586747651366,1.74413615583,0.0,1.40742737288,0.297975768047,-0.516951525517,1.27818949151,-2.7983644523,0.11773302547,2.18630611793,0.0
5.619897,-0.918087501549,-0.100475741606,-0.169888372258,1.28739337623,-3.04303438797,-0.0586747651366,1.74490314622,0.0,1.40666038249,0.29759227285,-0.517718515911,1.27742250111,-2.7979809571,0.116582539879,2.18630611793,0.0
5.629845,-0.918087501549,-0.100859236803,-0.169504877061,1.28777687143,-3.04226739757,-0.0579077747427,1.74375266063,0.0,1.40704387769,0.29759227285,-0.517335020714,1.27818949151,-2.7983644523,0.117349530273,2.18630611793,0.0
5.639896,-0.918087501549,-0.100475741606,-0.170271867455,1.28700988104,-3.04226739757,-0.0582912699396,1.74490314622,0.0,1.40704387769,0.297975768047,-0.517335020714,1.27742250111,-2.7979809571,0.116966035076,2.18630611793,0.0
5.649862,-0.917320511155,-0.100475741606,-0.169504877061,1.28662638584,-3.04265089277,-0.0590582603336,1.74336916543,0.0,1.40742737288,0.298359263244,-0.516951525517,1.27742250111,-2.7979809571,0.116582539879,2.18745660352,0.0
5.659903,-0.918087501549,-0.10009224641,-0.169888372258,1.28777687143,-3.04226739757,-0.0582912699396,1.74413615583,0.0,1.40627688729,0.298359263244,-0.518102011108,1.27742250111,-2.7979809571,0.116582539879,2.18707310833,0.0
5.669830,-0.918087501549,-0.0997087512126,-0.169888372258,1.28777687143,-3.04303438797,-0.0582912699396,1.74451965102,0.0,1.40819436328,0.29759227285,-0.516951525517,1.27703900591,-2.7979809571,0.117349530273,2.18668961313,0.0
5.679847,-0.917320511155,-0.10009224641,-0.169888372258,1.28739337623,-3.04188390238,-0.0590582603336,1.74413615583,0.0,1.40742737288,0.29759227285,-0.517335020714,1.27742250111,-2.7983644523,0.116582539879,2.18630611793,0.0
5.689896,-0.918087501549,-0.10009224641,-0.170271867455,1.28739337623,-3.04303438797,-0.0586747651366,1.74413615583,0.0,1.40781086808,0.29759227285,-0.517335020714,1.27780599631,-2.7983644523,0.117349530273,2.18630611793,0.0
5.699856,-0.918470996746,-0.100475741606,-0.170271867455,1.28777687143,-3.04265089277,-0.0579077747427,1.74375266063,0.0,1.40666038249,0.297208777653,-0.517335020714,1.27742250111,-2.7987479475,0.11773302547,2.18668961313,0.0
5.709940,-0.918087501549,-0.100859236803,-0.169888372258,1.28739337623,-3.04226739757,-0.0582912699396,1.74490314622,0.0,1.40781086808,0.297975768047,-0.517718515911,1.27703900591,-2.7979809571,0.11773302547,2.18707310833,0.0
5.719859,-0.918087501549,-0.100859236803,-0.169888372258,1.28739337623,-3.04303438797,-0.0586747651366,1.74413615583,0.0,1.40819436328,0.29759227285,-0.516951525517,1.27665551072,-2.7983644523,0.117349530273,2.18668961313,0.0
5.729888,-0.918087501549,-0.100475741606,-0.170655362652,1.28739337623,-3.04226739757,-0.0582912699396,1.74413615583,0.0,1.40742737288,0.297975768047,-0.516951525517,1.27780599631,-2.7979809571,0.117349530273,2.18707310833,0.0
5.739910,-0.918087501549,-0.100859236803,-0.170271867455,1.28739337623,-3.04303438797,-0.0582912699396,1.74375266063,0.0,1.40704387769,0.29759227285,-0.516951525517,1.27742250111,-2.79721396671,0.116199044682,2.18668961313,0.0
5.749909,-0.918087501549,-0.100475741606,-0.169504877061,1.28739337623,-3.04303438797,-0.0582912699396,1.74413615583,0.0,1.40857785848,0.29759227285,-0.517335020714,1.27742250111,-2.7983644523,0.117349530273,2.18745660352,0.0
5.759910,-0.918087501549,-0.100475741606,-0.170271867455,1.28700988104,-3.04226739757,-0.0579077747427,1.74413615583,0.0,1.40704387769,0.29759227285,-0.517335020714,1.27818949151,-2.7979809571,0.11773302547,2.18668961313,0.0
5.769861,-0.918087501549,-0.100859236803,-0.169888372258,1.28739337623,-3.04265089277,-0.0582912699396,1.74413615583,0.0,1.40857785848,0.297975768047,-0.517335020714,1.27818949151,-2.7983644523,0.117349530273,2.18707310833,0.0
5.779853,-0.918470996746,-0.100475741606,-0.169504877061,1.28739337623,-3.04226739757,-0.0582912699396,1.74375266063,0.0,1.40704387769,0.29759227285,-0.516951525517,1.27818949151,-2.7983644523,0.117349530273,2.18630611793,0.0
5.789878,-0.918087501549,-0.100859236803,-0.170271867455,1.28777687143,-3.04265089277,-0.0586747651366,1.74451965102,0.0,1.40742737288,0.29759227285,-0.516951525517,1.27742250111,-2.79759746191,0.116966035076,2.18668961313,0.0
5.799896,-0.918854491943,-0.100475741606,-0.169504877061,1.28739337623,-3.04226739757,-0.0586747651366,1.74413615583,0.0,1.40742737288,0.29759227285,-0.517335020714,1.27818949151,-2.7979809571,0.116966035076,2.18707310833,0.0
5.809902,-0.918470996746,-0.100475741606,-0.169888372258,1.28700988104,-3.04226739757,-0.0590582603336,1.74451965102,0.0,1.40704387769,0.297975768047,-0.517335020714,1.27742250111,-2.7979809571,0.117349530273,2.18668961313,0.0
5.819916,-0.918087501549,-0.100859236803,-0.169888372258,1.28700988104,-3.04265089277,-0.0586747651366,1.74375266063,0.0,1.40704387769,0.297208777653,-0.517718515911,1.27780599631,-2.7987479475,0.11773302547,2.18592262274,0.0
